,id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
254150,554626,0.0,wow ! scathing and scandalous i like it ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-26 18:39:45.645185+00,21,,149582,approved,0,0,0,0,0,0.0,0,4
254387,554931,0.0,how about this one ? http : www cbsnews com news poll  donald  trump  holds  slight  lead  in  florida ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-26 20:33:16.654845+00,21,554471.0,149638,approved,0,0,0,0,0,0.0,0,4
254480,555050,0.4,you know how that goes starts by killing animals then gets bored with that ,0.0,0.0,0.0,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-26 21:31:53.093747+00,21,554988.0,149667,approved,0,0,0,11,0,0.0,0,10
254616,555227,0.3,i have done many things to make eugene a better place my contributions to this forum are only a negligible part of of my grand total more than kitty   years i do not know that you do anything besides smoke weed and post nasty comments ,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-26 22:38:27.297195+00,13,555121.0,149664,approved,0,0,0,5,0,0.1,0,10
257136,558327,0.0,so if he wins the next election there will be no more fundraisers like this ?  and you cannot hope for something after he gets into power  assuming he does ? give me a break  hey i supported you before you came to power now i want ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-28 03:14:25.551192+00,54,558060.0,149789,approved,0,0,0,0,0,0.0,0,4
257771,559112,0.0,not having an air force is not being debated because nobody wants american fighter jets patrolling canadian air space and that is the only other option if we do not have jets flying over our air space then the american will and there will be absolutely nothing we could do about it so unless you want america in charge of all canadian air space we need some sort of jet ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-28 15:07:56.763870+00,54,558683.0,149846,approved,0,0,0,3,0,0.0,0,4
259804,561447,0.0,are you stating there is no difference between the sacrificial actual presence of the eucharist in the catholic faith and what the lutherans believe to be their supper eucharist ? let not even consider that the lutheran in sweden condone abortion same sex marriage female ordination ect ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2016-10-29 14:51:21.008875+00,53,561300.0,149885,approved,0,0,0,3,0,0.0,10,4
261143,562982,0.8289473684210527,sure it is they are not hurting anyone except possibly themselves the people voted and this is what we collectively wanted get off your damn high horse ,0.03947368421052632,0.7236842105263158,0.02631578947368421,0.5657894736842105,0.013157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-30 08:00:53.994470+00,21,562973.0,149977,approved,0,0,0,9,0,0.013157894736842105,0,76
261643,563552,0.0,the new old revisionist denials of their own racism by calling everyone who fails bow to their whites  only ideology a racist the same ploy used to demonize terms like liberal into curse words without basis in etymology or fact alaska government has been ruled by majority whites with a little sprinkling of one anchorage black and village natives from   native areas the oil monopoly hijacked the legislature by importing masses of people to elect their own white kind and finally republican policies only as the few democrats including governors were all white and oil  connected the childish nonsensical racism attacks against whites is only appropriate where they are in a minority and receive the same treatment and disparagement as all others receive in the white majority areas until ethnicity does not matter when white people quit blaming situations on victims instead of the dictators in charge of alaska government racism still only goes one way ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2016-10-30 19:04:32.625200+00,21,563501.0,149939,rejected,0,0,0,0,0,0.0,4,4
263902,566114,0.0,yes i did read the article ! gwen boniface as commissioner of the ontario provincial police would not be considered as being from the rank  and  file in other words someone far removed from the average police officer life ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-31 23:15:02.313925+00,54,564617.0,150053,approved,0,0,0,0,0,0.0,4,4
264210,566457,0.0,considering your handle and your stalking behavior in regard to wm i find it hysterical that you are accusing someone of being weird there always a village missing one ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01 02:20:02.246927+00,21,566397.0,150136,approved,0,0,0,3,0,0.0,0,4
264256,566507,0.2,i need not bother little nazi pants because i cannot help you figure out where you hide your intelligence or brilliance i know it gotta be in there somewhere in that little woman man cave ,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-01 02:49:42.372786+00,21,566266.0,150136,rejected,0,0,0,0,0,0.0,6,10
265402,567856,0.0,i have been wondering the very same thing ! the way his death has been treated is outrageous https : honoluluhomelesscrisis wordpress com       homeless  man  mauled  to  death  by  dogs  quickly  forgotten ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01 18:40:48.274382+00,22,567545.0,150178,approved,0,0,0,3,0,0.0,0,4
266824,569507,0.0,how about putting together a consortium to build a tesla type storage battery to store solar or wind energy ? reportedly tesla intends to open source the giga  factory concept ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02 06:36:05.762378+00,13,,150241,approved,0,0,0,3,0,0.0,0,4
266973,569692,0.84375,remember budgets balance themselves i hope the idiots who voted for these clowns are proud of the mess they have now created ,0.03125,0.234375,0.0,0.84375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02 11:23:35.855282+00,54,,150230,approved,0,0,0,6,0,0.0,0,64
267431,570209,0.0,well then help petition the city and county to provide needle drop boxes where used needles can be safely discarded petition our elected officials to provide trash receptacles do your part lawfully to ensure that there are safe places for the homeless that also keep the littering in check and keep grounds safe for others using parks and trails vigilantism is not the answer that thug group should be using their efforts to insist that the lawful officials do something not taking it into their own hands ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02 16:29:37.884117+00,43,568138.0,150193,approved,0,0,0,5,0,0.0,0,4
267458,570244,0.3,ayers was responsible in the   but got a judicial reprieve due to illicit evidence by hoover fbi h ehtn continued his radical ways as a college professor that degree of police attacks continued with other radicals like the incident case and yes i resent those killers from the   and those now and sir i do not recall you getting any   :  am dispatches to go to shots fired and make the contact and arrest yet another criminal intent on killing civilians like you and the responding police the attacks on the criminal justice system and police comes from the top but fortunately he will be gone in a few short weeks but with over     pardons and sentence commutations of black drug dealers he can still inflict more damage as he has for   years ,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-02 16:40:06.747449+00,21,570138.0,150316,approved,0,0,0,4,0,0.0,10,10
269028,572058,0.0,and then because she and her staff failed to destroy all of the devices that contained emails she now back under investigation pretty simple but i guess the pursuit of justice should stop because it is inconvenient timing for her presidential election run ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-03 02:27:43.408300+00,21,569513.0,150220,approved,0,0,0,1,0,0.0,0,4
271087,574377,0.16666666666666666,the bible thanks for making my point ,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2016-11-03 23:20:54.015505+00,52,573765.0,149993,approved,0,0,0,0,0,0.0,10,6
271249,574552,0.7,scary stupid response from the pm this is a matter of personal integrity he campaigned that he and his government would be above corruption be open accountable and actively listen to the concerns of canadians and then he is caught writing off the entitlement of his closest aides who then had to return about a     of what they claimed and now he actively supports his most powerful ministers shilling for political contributions by lending their ear to the well heeled in exchange for contributions and favouritism the worst part of it is that trudeau is a participant in this abhorrent behaviour that ultimately fleeces the canadian tax payer as tendered projects are narrowed to the favoured few and trudeau is going to give some thought to an issue that placed his party in the wilderness for   years what arrogance the correct response is to display humbleness and shut this down immediately ,0.0,0.1,0.1,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-04 00:47:02.829186+00,54,,150493,approved,0,0,0,10,0,0.0,0,10
271592,574963,0.4,everyone is running out to vote for hillary before any angry repubicans can intimidate them at the voting stations make sure to vote against tinyhands trump ,0.0,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-04 04:10:09.345619+00,21,,150538,rejected,0,0,0,9,0,0.0,0,10
273396,577159,0.8333333333333333,enough with the emails ! g w bush lost       emails and noone tried to send him to prison yes i have been a republican for almost   years and i will proudly be voting for that nasty woman ! ,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-04 23:42:37.274104+00,21,,150392,approved,0,0,0,0,0,0.0,6,6
274761,578884,0.8,it went into the trump monkeys ears and has stuck in their brains as truth once there it makes no difference that the statement was half assed retracted ,0.0,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-05 21:44:54.905474+00,21,,150620,approved,0,0,0,4,0,0.0,0,5
275253,579472,0.2571428571428571,my point was unfortunately proven again here trump never said mexicans in general are rapists look it up liberals always like to confuse the words legal and illegal especially when it comes to immigration ,0.028571428571428567,0.028571428571428567,0.2285714285714285,0.15714285714285714,0.014285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-06 05:31:28.391130+00,53,578155.0,150618,approved,0,0,0,2,0,0.08571428571428573,0,70
279517,584839,0.0,lynn thanks for all of the information you have added to this conversation i agree the village concept can be achieved within a multi  story apartment building the once popular sro hotels were a solid example of thispaul groth living downtown is a good read providing precedent for this but like you say the tiny houses are more approachable and financially viable for a small organization like squareone i see this as an opportunity to get more of the local community involved in the affordable housing development process compared to apartment buildings which depend more on experienced developers and inadequate federal and state funding streams ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-08 19:55:56.820926+00,13,582360.0,150840,approved,0,0,0,0,0,0.0,0,4
281421,587060,0.2,not in the last tax  cut proposal i saw which was even more generous to the wealthy than ryan ,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-09 18:58:18.437652+00,53,587014.0,151096,approved,0,0,0,1,0,0.0,0,5
282384,588123,0.0, or less ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-10 00:17:35.719196+00,21,587447.0,151114,approved,0,0,0,0,0,0.0,0,5
284261,590307,0.5,apparently none of them realize that thousands of latinos blacks asians lgbt and other minorities including more tha   of the women voted for trump poor little snowflakes luckily it cold outside or they would melt but hey spring will be here soon enough ,0.1,0.0,0.5,0.3,0.1,0.9,0.0,0.2,0.9,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,2016-11-10 18:54:20.058352+00,21,,151218,approved,0,0,0,9,0,0.0,10,10
284526,590620,0.0,do you think it just might become your grandkids grandkids problem one day ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-10 20:07:12.850539+00,54,590511.0,151240,approved,0,0,0,1,0,0.0,0,4
286303,592650,0.2,because only trudeau is allowed to show bias for a presidential candidate ,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-11 14:24:14.695057+00,54,592495.0,151347,approved,0,0,0,19,0,0.0,4,10
288626,595434,0.0,when will these pollsters go away,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-12 12:25:53.568288+00,54,,151356,approved,0,0,0,4,0,0.0,0,4
292912,600679,0.0,so where were the protests and riots after obama elections if you claim they are no better than these liberal protesters ? the tea party opposed trump trump is no fiscal conservative ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-14 21:49:24.176210+00,21,594054.0,151315,approved,0,0,0,0,0,0.0,0,4
293425,601336,0.5,donald trump has revealed his plan for destroying isis he going to buy it and run it like one of his businesses and trump says he wo not have to build the wall he just going to send chris christie down to the border to be the wall ,0.0,0.0,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-15 02:48:40.537913+00,21,,151660,rejected,0,0,0,0,0,0.0,0,10
293474,601394,0.4,let keep the comments civil trump was not promoting adultery as a moral good can you define racism homophobia and misogyny how these compare to killing children in the womb ,0.0,0.1,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2016-11-15 03:12:07.226422+00,53,601306.0,151611,approved,0,0,0,0,0,0.1,10,10
294761,603056,0.2,quoting the church teaching on anything remotely related to sexual issues is completely futile considering it still functions as a  th century entity it has not updated its knowledge or understanding of scientific realities regarding physicality of sexuality sexual reproduction or the related current psychosocial understandings ,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-15 19:08:22.009922+00,53,600377.0,151614,rejected,0,0,0,0,0,0.3,4,10
295419,603911,0.16666666666666666,two posts from listening grasshoppers on this thread neither coherent and many others do not agree can you hear that ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-15 23:47:06.489078+00,13,603726.0,151732,approved,0,0,0,1,0,0.0,0,6
295758,604333,0.16666666666666666,how much money does stevens have the ability to spend or commit without approval from anyone ? that is a particularly significant hole in this article ,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-16 02:50:08.290672+00,21,,151727,approved,0,0,0,3,0,0.0,0,6
297401,606447,0.0,it spelled the ritz  carlton btw ! ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-16 21:06:09.818963+00,54,,151924,approved,0,0,0,0,0,0.0,0,4
298159,607399,0.0,good for you johnny ellis you are a good man and have done wonderful things over the years for a lot of people i hope you are well and happy ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-17 04:57:39.101865+00,21,,151985,approved,0,0,0,17,0,0.0,10,4
306408,617305,0.16666666666666666,check out treadway rap sheet on www state ak us under court records makes you wonder if the judges should not be locked up with him ,0.0,0.0,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-21 19:10:55.633154+00,21,,152475,approved,0,0,0,20,0,0.0,0,6
306513,617475,0.0,i had done my   years of philosophy and   years of theology and then had spent   years in missionary rural pastorals with the spanish speaking compesinos and several different original peoples of the caribbean coast of nicaragua when work just jesus un tal jesus was published and smuggled into nicaragua where it was reprinted knowing well the mind  set of our nicaraguan bishops of that time we knew that it would be prohibited because of its title un tal in nicaragua would be translated into english as that ner  do  well jesus so our clever christian university groups of that day changed the title to jess hijo de mara into the episcoply acceptable jesus son of mary it came out in an edition set of   pamphlets all of which were sold out it became the campesino bible for our hundreds of delegates of the word and their communities throughout the entire region of rivers and mountains ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-21 20:23:28.148434+00,53,,152438,approved,0,0,0,1,0,0.0,6,4
307806,619141,0.0,they are not the most profitable corporations in the world makes a nice bumper sticker assertion though ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22 15:12:55.684207+00,21,618445.0,152542,approved,0,0,0,2,0,0.0,0,4
307943,619288,0.0,jt is looking more and more like trump in that he sees only what he wants to see and believes only what he wants evidence to the contrary cannot say i am surprised ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22 16:01:35.973152+00,54,,152557,approved,0,0,0,1,0,0.0,0,4
308218,619593,0.2,yup totally peaceful except for the flaming piece of whatever that was tossed at the police at the   :   mark of the video so what is the protest about ? clean water ? we live in ak and have the tap how many spills over the last   years from tap ? is this about sovereignty ? why now ? why not when the other pipelines in the area were built ? an agenda was picked a narrative pushed and the reality has nothing to do with the stories being pushed we see stories about police brutality and militarized police but so far no dead protestors in   months of confrontation also   months and this is allowed to continue which puts the lie to mention of a police state just because you want to romanticize glamorize and empathize with the event does not justify what is going on ,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22 17:25:43.438862+00,21,618289.0,152531,approved,0,0,0,11,0,0.0,0,10
308824,620297,0.0,you could probably have a sales tax of  on everything with nobody getting anything back and collect more than you are now ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22 20:22:05.606215+00,54,619921.0,152598,approved,0,0,0,2,0,0.0,0,4
310128,621841,0.4,for the record the project to save the canadian inuit eskimo dog had been successfully undertaken long before this idiot decided to use his dogs as polar bear bait a project headed by yellowknife resident william carpenter and funded by the canadian kennel club private citizens and the canada council saved the breed from extinction now there are many good and reputable breeders who are working to ensure the breed does not face extinction again ladoon does not deserve such noble dogs ,0.0,0.2,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-23 07:45:56.285111+00,21,,152655,approved,0,0,0,9,1,0.0,0,10
310344,622099,0.0,vice president mike pence is trump impeachment insurance ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-23 13:04:00.814536+00,21,621126.0,152626,approved,0,0,0,0,0,0.0,0,5
312952,625545,0.6,let me be the first to remind all the arrogant and know  it  all white men here that you do not have room to wave your supremacist flag over anyone which i note that many do when stories about native people hits these pages in fact allow me to remind you also that studies show white men commit the most heinous crimes in the american a and are known through research and law enforcement statistics to be at the top of the criminals who rape and kill small innocent children across the country and finally proliferate foreign countries like latin america to find sex with children     percent for latin american countries not the kind of people whod have room to spout supremacy anywhere have a nice day ,0.0,0.1,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-11-24 21:40:33.393948+00,21,,152762,rejected,0,0,0,0,0,0.3,4,10
314393,627411,0.0,so i take it that you do not drive a car anymore and gave up using electricity stopped buying anything plastic or fly anymore ? ? i did not think so ! you are just like the e p a officials back east sitting in their multi  million dollar homes flying around on lear jets complaining about global warming while getting paid ! ! what a racket ! ! ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-26 06:42:19.322801+00,21,627146.0,152853,approved,0,0,0,1,1,0.0,0,4
317184,630969,0.0,oregon was built liquidating the big trees now that the big trees are mostly a memory with small remnants in public reserves the state has no vision what to do next ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-28 18:56:13.542730+00,13,,153087,approved,0,0,0,1,0,0.0,0,4
317538,631388,0.2,take anything for that anti  social personality disorder ? ,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-28 22:10:11.907223+00,21,631221.0,153119,rejected,1,0,0,0,1,0.0,4,10
317702,631575,0.0,over the years i have kept hearing locally that we should model the united states social services and laws after europe now that britain and france and germany are rejecting unlimited immigration fostered by the european union especially after the paris and nice attacks and the german muslim new years rapes should we emulate that as well ? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-28 22:46:06.435792+00,13,631259.0,153117,approved,0,0,0,5,0,0.0,6,4
317920,631841,0.1,i think that trumplethinskin may have met his match in the person of raul castro ! ,0.0,0.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-28 23:35:50.832028+00,53,631307.0,153093,approved,1,0,1,0,0,0.0,0,10
319609,633904,0.4,not that i have anything against grandmothers but i would love to see your response to something like liberal cabinet minister found to have kept own grandmother chained up and starving in their basement but i bet you would come up with something ,0.1,0.0,0.0,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29 14:06:18.909244+00,54,633765.0,153326,approved,3,0,0,4,1,0.0,0,10
320586,635063,0.0,agree with your internet technology statement and it not just the cbc that has suffered however it is merely the final blow to an already  anachronistic organization in programming management operation too  however i believe you are wrong when you say nobody will care what happens to it i do because it uses our tax money ! huge amounts of it ! every year ! let those who want it subscribe to it and drastically reduce the dollars devoted to it in the annual federal budget ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29 17:51:54.841275+00,54,634993.0,153408,approved,0,0,0,3,2,0.0,0,4
320974,635556,0.0,barbara boxer also co  sposored the   bill alaska voted for ted cruz in the primaries too a great track  record of picking the loser except on nov  th ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29 19:15:03.592711+00,21,635489.0,153406,approved,0,0,0,0,0,0.0,0,4
321742,636511,0.0,no new pipelines just expansions upgrading of existing ones meanwhile the usa has built     miles of new pipelines since   ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29 22:20:59.726235+00,54,,153503,approved,0,1,0,4,2,0.0,0,4
321843,636631,0.0,so you keep saying http : www catholicworldreport com item   thebishopmorrisaffair aspx a thorough search shows up no copies on  line of archbishop chaputs report i think they did bishop morris a favor by not releasing it ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29 22:44:09.916040+00,53,636385.0,152691,approved,0,0,0,0,0,0.0,0,4
322474,637400,0.0,trump will create a wonderful buying opportunity just like g w bush did obama has tripled the value of us stocks after bush policies reduced the value of us stocks by over   ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-30 01:35:19.784317+00,54,,153539,approved,0,0,0,8,4,0.0,0,4
322475,637401,0.0,our health care system is so inefficient now in large part because we persistently underinvest in primordial and primary prevention and that not something that most not all doctors are particularly good at a lot of the drivers of ill health lie outside of the health sector and that where we need to invest our efforts not necessarily huge sums of  per citizen health care will always a bottomless pit of money and many doctors will fight hard to get the most  out of the system whether or not it serves the public interest time to get serious about creating supportive environments for health or everything will get privatized within   years ! ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-30 01:33:55.622999+00,54,,153541,approved,0,0,0,6,3,0.0,0,4
323502,638625,0.0,seriously what else is he going to say publicly the troops will all pull together an form a united front but privately they have to know that this is wrong as much as it is the excepted stance to despise all things liberal by those of a different political bent there are many find individuals in the cabinet who must hate this fund raising it always been considered one of the worst aspects of the job as you are expected to perform in order to raise money for the party when changes come and surely they will it will be because cabinet ministers will have spoken up and demanded that there be a stop put to a practice that is damaging their reputation ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-30 11:32:10.403097+00,54,,153618,approved,0,0,0,14,2,0.0,0,4
323867,639042,0.0,trump did not garner blue collar votes by promising lower wages and fewer benefits he promised a return to the good old days ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-30 13:51:26.803077+00,54,638775.0,153629,approved,0,0,0,9,1,0.0,4,4
326447,642126,0.16666666666666666, youth usage goes down after legalization what a weak ridiculous argument for years its been not really enforced but now we are going to have adds in magazines hi i am snoop dog and i smoke go leafs go etc etc ludicrous,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-30 23:22:51.344742+00,54,641919.0,153749,approved,0,0,0,0,3,0.0,0,6
326922,642679,0.0,do you think trump would have staged his meeting with carrier if he thought there was any chance of them moving ? i doubt it carrier is an indiana company pence is also from indiana the state of indiana is putting up inducement money for carrier to stay does this smell just a bit ? do the words corporate welfare ring a bell ?                          wall street has taken a jump very similar to the insanity that profit now pay later that brought the market and almost the globe to the brink of collapse less than   years ago i have been an investor for   years the run is made on emotion and short term profit who makes money in an active market ?  the financial sector on huge fee success of the trade matters little reducing financial regulation : lowers the cost of maintaining compliance while at the same time increasing the risk of loss due to profit chasing with no police in sight experience say we are likely to go too far in both direction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-01 01:23:55.733678+00,13,638909.0,153642,approved,0,0,0,1,0,0.0,4,4
328964,645098,0.0,the fraser institute ? ! that a good one you crack me up ! ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 15:46:27.830775+00,54,645031.0,153855,approved,0,0,0,1,5,0.0,0,4
329783,646042,0.0,just like mr obama saved gm with billions of  of opm ?   ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 18:13:25.380951+00,13,645518.0,153946,approved,0,0,0,1,0,0.0,0,4
329843,646110,0.0,let me get this straight joe you manage   construction tradesman you are taking days off to protest the pipeline meaning that your   employees must also take time off with pay ? the reason we think all protesters are unemployed bums is because that is what you soon will be with that style of management ? are you sure your workers can go without a pay cheque ? what you have no schedule for the project you are on ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 18:24:40.631926+00,54,645374.0,153844,approved,0,0,0,3,0,0.0,0,4
